v8-version,6,8,275,32,-node.45,0
code-creation,Builtin,3,78443,0x365f00b944e0,103,ToName
code-creation,Builtin,3,78544,0x365f00b945a0,317,NonNumberToNumber
code-creation,Builtin,3,78661,0x365f00b94720,325,NonNumberToNumeric
code-creation,Builtin,3,78753,0x365f00b948c0,269,ToNumber
code-creation,Builtin,3,78846,0x365f00b94a20,357,ToNumeric
code-creation,Builtin,3,78939,0x365f00b94be0,219,NumberToString
code-creation,Builtin,3,79034,0x365f00b94d00,303,ToString
code-creation,Builtin,3,79139,0x365f00b94e80,482,ToInteger
code-creation,Builtin,3,79261,0x365f00b950c0,498,ToInteger_TruncateMinusZero
code-creation,Builtin,3,79374,0x365f00b95300,538,ToLength
code-creation,Builtin,3,79480,0x365f00b95560,156,Typeof
code-creation,Builtin,3,79573,0x365f00b95640,75,GetSuperConstructor
code-creation,Builtin,3,79666,0x365f00b956e0,163,ToBooleanLazyDeoptContinuation
code-creation,Builtin,3,79783,0x365f00b957e0,9980,KeyedLoadIC_Megamorphic
code-creation,Builtin,3,79871,0x365f00b97f20,2559,KeyedLoadIC_PolymorphicName
code-creation,Builtin,3,79967,0x365f00b98960,40,KeyedLoadIC_Slow
code-creation,Builtin,3,80059,0x365f00b989e0,15756,KeyedStoreIC_Megamorphic
code-creation,Builtin,3,80154,0x365f00b9c7c0,44,KeyedStoreIC_Slow
code-creation,Builtin,3,80276,0x365f00b9c840,40,LoadGlobalIC_Slow
code-creation,Builtin,3,80374,0x365f00b9c8c0,92,LoadIC_FunctionPrototype
code-creation,Builtin,3,80469,0x365f00b9c960,40,LoadIC_Slow
code-creation,Builtin,3,80576,0x365f00b9c9e0,16,LoadIC_StringLength
code-creation,Builtin,3,80669,0x365f00b9ca40,20,LoadIC_StringWrapperLength
code-creation,Builtin,3,80776,0x365f00b9caa0,3040,LoadIC_Uninitialized
code-creation,Builtin,3,80872,0x365f00b9d6c0,44,StoreGlobalIC_Slow
code-creation,Builtin,3,80974,0x365f00b9d740,6672,StoreIC_Uninitialized
code-creation,Builtin,3,81064,0x365f00b9f1a0,40,StoreInArrayLiteralIC_Slow
code-creation,Builtin,3,81173,0x365f00b9f220,1076,EnqueueMicrotask
code-creation,Builtin,3,81272,0x365f00b9f6a0,1432,RunMicrotasks
code-creation,Builtin,3,81376,0x365f00b9fc80,2388,HasProperty
code-creation,Builtin,3,81472,0x365f00ba0620,1036,DeleteProperty
code-creation,Builtin,3,81572,0x365f00ba0a80,25,Abort
code-creation,Builtin,3,81669,0x365f00ba0ae0,40,AbortJS
code-creation,Builtin,3,81755,0x365f00ba0b60,15,EmptyFunction
code-creation,Builtin,3,81862,0x365f00ba0bc0,15,Illegal
code-creation,Builtin,3,81951,0x365f00ba0c20,15,StrictPoisonPillThrower
code-creation,Builtin,3,82058,0x365f00ba0c80,15,UnsupportedThrower
code-creation,Builtin,3,82169,0x365f00ba0ce0,21,ArrayConstructor
code-creation,Builtin,3,82266,0x365f00ba0d40,9,InternalArrayConstructor
code-creation,Builtin,3,82363,0x365f00ba0da0,15,ArrayConcat
code-creation,Builtin,3,82459,0x365f00ba0e00,948,ArrayIncludesSmiOrObject
code-creation,Builtin,3,82540,0x365f00ba1200,120,ArrayIncludesPackedDoubles
code-creation,Builtin,3,82646,0x365f00ba12c0,180,ArrayIncludesHoleyDoubles
code-creation,Builtin,3,82747,0x365f00ba13c0,868,ArrayIndexOfSmiOrObject
code-creation,Builtin,3,82828,0x365f00ba1780,104,ArrayIndexOfPackedDoubles
code-creation,Builtin,3,82928,0x365f00ba1840,104,ArrayIndexOfHoleyDoubles
code-creation,Builtin,3,83030,0x365f00ba1900,15,ArrayPop
code-creation,Builtin,3,83142,0x365f00ba1960,15,ArrayPush
code-creation,Builtin,3,83223,0x365f00ba19c0,15,ArrayShift
code-creation,Builtin,3,83327,0x365f00ba1a20,15,ArraySplice
code-creation,Builtin,3,83408,0x365f00ba1a80,15,ArrayUnshift
code-creation,Builtin,3,83485,0x365f00ba1ae0,1456,CloneFastJSArray
code-creation,Builtin,3,83554,0x365f00ba20e0,1478,ExtractFastJSArray
code-creation,Builtin,3,83623,0x365f00ba2700,3044,ArrayEveryLoopContinuation
code-creation,Builtin,3,83693,0x365f00ba3340,142,ArrayEveryLoopEagerDeoptContinuation
code-creation,Builtin,3,83765,0x365f00ba3420,500,ArrayEveryLoopLazyDeoptContinuation
code-creation,Builtin,3,83840,0x365f00ba3660,3032,ArraySomeLoopContinuation
code-creation,Builtin,3,83910,0x365f00ba4280,142,ArraySomeLoopEagerDeoptContinuation
code-creation,Builtin,3,83988,0x365f00ba4360,496,ArraySomeLoopLazyDeoptContinuation
code-creation,Builtin,3,84060,0x365f00ba45a0,5120,ArrayFilterLoopContinuation
code-creation,Builtin,3,84144,0x365f00ba59e0,142,ArrayFilterLoopEagerDeoptContinuation
code-creation,Builtin,3,84216,0x365f00ba5ac0,774,ArrayFilterLoopLazyDeoptContinuation
code-creation,Builtin,3,84287,0x365f00ba5e20,2924,ArrayMapLoopContinuation
code-creation,Builtin,3,84356,0x365f00ba69e0,142,ArrayMapLoopEagerDeoptContinuation
code-creation,Builtin,3,84426,0x365f00ba6ac0,384,ArrayMapLoopLazyDeoptContinuation
code-creation,Builtin,3,84496,0x365f00ba6c80,2960,ArrayReduceLoopContinuation
code-creation,Builtin,3,84565,0x365f00ba7860,138,ArrayReducePreLoopEagerDeoptContinuation
code-creation,Builtin,3,84637,0x365f00ba7940,142,ArrayReduceLoopEagerDeoptContinuation
code-creation,Builtin,3,84707,0x365f00ba7a20,142,ArrayReduceLoopLazyDeoptContinuation
code-creation,Builtin,3,84778,0x365f00ba7b00,2952,ArrayReduceRightLoopContinuation
code-creation,Builtin,3,84848,0x365f00ba86e0,154,ArrayReduceRightPreLoopEagerDeoptContinuation
code-creation,Builtin,3,84931,0x365f00ba87c0,142,ArrayReduceRightLoopEagerDeoptContinuation
code-creation,Builtin,3,85009,0x365f00ba88a0,142,ArrayReduceRightLoopLazyDeoptContinuation
code-creation,Builtin,3,85083,0x365f00ba8980,632,ArrayFindLoopContinuation
code-creation,Builtin,3,85153,0x365f00ba8c40,142,ArrayFindLoopEagerDeoptContinuation
code-creation,Builtin,3,85223,0x365f00ba8d20,142,ArrayFindLoopLazyDeoptContinuation
code-creation,Builtin,3,85294,0x365f00ba8e00,305,ArrayFindLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,85365,0x365f00ba8f80,624,ArrayFindIndexLoopContinuation
code-creation,Builtin,3,85435,0x365f00ba9240,150,ArrayFindIndexLoopEagerDeoptContinuation
code-creation,Builtin,3,85506,0x365f00ba9320,150,ArrayFindIndexLoopLazyDeoptContinuation
code-creation,Builtin,3,85576,0x365f00ba9400,309,ArrayFindIndexLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,85649,0x365f00ba9580,4108,FlattenIntoArray
code-creation,Builtin,3,85717,0x365f00baa5e0,4148,FlatMapIntoArray
code-creation,Builtin,3,85786,0x365f00bab660,15,ArrayBufferConstructor
code-creation,Builtin,3,85855,0x365f00bab6c0,15,ArrayBufferConstructor_DoNotInitialize
code-creation,Builtin,3,85926,0x365f00bab720,15,ArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,86008,0x365f00bab780,15,ArrayBufferIsView
code-creation,Builtin,3,86081,0x365f00bab7e0,15,ArrayBufferPrototypeSlice
code-creation,Builtin,3,86150,0x365f00bab840,15,BigIntConstructor
code-creation,Builtin,3,86219,0x365f00bab8a0,15,BigIntAsUintN
code-creation,Builtin,3,86287,0x365f00bab900,15,BigIntAsIntN
code-creation,Builtin,3,86355,0x365f00bab960,15,BigIntPrototypeToLocaleString
code-creation,Builtin,3,86425,0x365f00bab9c0,15,BigIntPrototypeToString
code-creation,Builtin,3,86494,0x365f00baba20,15,BigIntPrototypeValueOf
code-creation,Builtin,3,86564,0x365f00baba80,15,BooleanConstructor
code-creation,Builtin,3,86632,0x365f00babae0,15,CallSitePrototypeGetColumnNumber
code-creation,Builtin,3,86702,0x365f00babb40,15,CallSitePrototypeGetEvalOrigin
code-creation,Builtin,3,86772,0x365f00babba0,15,CallSitePrototypeGetFileName
code-creation,Builtin,3,86842,0x365f00babc00,15,CallSitePrototypeGetFunction
code-creation,Builtin,3,86913,0x365f00babc60,15,CallSitePrototypeGetFunctionName
code-creation,Builtin,3,86984,0x365f00babcc0,15,CallSitePrototypeGetLineNumber
code-creation,Builtin,3,87065,0x365f00babd20,15,CallSitePrototypeGetMethodName
code-creation,Builtin,3,87143,0x365f00babd80,15,CallSitePrototypeGetPosition
code-creation,Builtin,3,87222,0x365f00babde0,15,CallSitePrototypeGetScriptNameOrSourceURL
code-creation,Builtin,3,87293,0x365f00babe40,15,CallSitePrototypeGetThis
code-creation,Builtin,3,87364,0x365f00babea0,15,CallSitePrototypeGetTypeName
code-creation,Builtin,3,87435,0x365f00babf00,15,CallSitePrototypeIsConstructor
code-creation,Builtin,3,87505,0x365f00babf60,15,CallSitePrototypeIsEval
code-creation,Builtin,3,87574,0x365f00babfc0,15,CallSitePrototypeIsNative
code-creation,Builtin,3,87644,0x365f00bac020,15,CallSitePrototypeIsToplevel
code-creation,Builtin,3,87714,0x365f00bac080,15,CallSitePrototypeToString
code-creation,Builtin,3,87782,0x365f00bac0e0,15,ConsoleDebug
code-creation,Builtin,3,87851,0x365f00bac140,15,ConsoleError
code-creation,Builtin,3,87919,0x365f00bac1a0,15,ConsoleInfo
code-creation,Builtin,3,87999,0x365f00bac200,15,ConsoleLog
code-creation,Builtin,3,88074,0x365f00bac260,15,ConsoleWarn
code-creation,Builtin,3,88141,0x365f00bac2c0,15,ConsoleDir
code-creation,Builtin,3,88220,0x365f00bac320,15,ConsoleDirXml
code-creation,Builtin,3,88295,0x365f00bac380,15,ConsoleTable
code-creation,Builtin,3,88364,0x365f00bac3e0,15,ConsoleTrace
code-creation,Builtin,3,88432,0x365f00bac440,15,ConsoleGroup
code-creation,Builtin,3,88500,0x365f00bac4a0,15,ConsoleGroupCollapsed
code-creation,Builtin,3,88569,0x365f00bac500,15,ConsoleGroupEnd
code-creation,Builtin,3,88638,0x365f00bac560,15,ConsoleClear
code-creation,Builtin,3,88706,0x365f00bac5c0,15,ConsoleCount
code-creation,Builtin,3,88774,0x365f00bac620,15,ConsoleCountReset
code-creation,Builtin,3,88842,0x365f00bac680,15,ConsoleAssert
code-creation,Builtin,3,88911,0x365f00bac6e0,15,ConsoleMarkTimeline
code-creation,Builtin,3,88991,0x365f00bac740,15,ConsoleProfile
code-creation,Builtin,3,89066,0x365f00bac7a0,15,ConsoleProfileEnd
code-creation,Builtin,3,89134,0x365f00bac800,15,ConsoleTimeline
code-creation,Builtin,3,89203,0x365f00bac860,15,ConsoleTimelineEnd
code-creation,Builtin,3,89278,0x365f00bac8c0,15,ConsoleTime
code-creation,Builtin,3,89346,0x365f00bac920,15,ConsoleTimeEnd
code-creation,Builtin,3,89421,0x365f00bac980,15,ConsoleTimeStamp
code-creation,Builtin,3,89489,0x365f00bac9e0,15,ConsoleContext
code-creation,Builtin,3,89558,0x365f00baca40,15,DataViewConstructor
code-creation,Builtin,3,89627,0x365f00bacaa0,15,DataViewPrototypeGetBuffer
code-creation,Builtin,3,89697,0x365f00bacb00,15,DataViewPrototypeGetByteLength
code-creation,Builtin,3,89767,0x365f00bacb60,15,DataViewPrototypeGetByteOffset
code-creation,Builtin,3,89836,0x365f00bacbc0,15,DataViewPrototypeGetInt8
code-creation,Builtin,3,89906,0x365f00bacc20,15,DataViewPrototypeSetInt8
code-creation,Builtin,3,89979,0x365f00bacc80,15,DataViewPrototypeGetUint8
code-creation,Builtin,3,90050,0x365f00bacce0,15,DataViewPrototypeSetUint8
code-creation,Builtin,3,90119,0x365f00bacd40,15,DataViewPrototypeGetInt16
code-creation,Builtin,3,90188,0x365f00bacda0,15,DataViewPrototypeSetInt16
code-creation,Builtin,3,90258,0x365f00bace00,15,DataViewPrototypeGetUint16
code-creation,Builtin,3,90334,0x365f00bace60,15,DataViewPrototypeSetUint16
code-creation,Builtin,3,90405,0x365f00bacec0,15,DataViewPrototypeGetInt32
code-creation,Builtin,3,90482,0x365f00bacf20,15,DataViewPrototypeSetInt32
code-creation,Builtin,3,90558,0x365f00bacf80,15,DataViewPrototypeGetUint32
code-creation,Builtin,3,90627,0x365f00bacfe0,15,DataViewPrototypeSetUint32
code-creation,Builtin,3,90697,0x365f00bad040,15,DataViewPrototypeGetFloat32
code-creation,Builtin,3,90773,0x365f00bad0a0,15,DataViewPrototypeSetFloat32
code-creation,Builtin,3,90843,0x365f00bad100,15,DataViewPrototypeGetFloat64
code-creation,Builtin,3,90924,0x365f00bad160,15,DataViewPrototypeSetFloat64
code-creation,Builtin,3,90994,0x365f00bad1c0,15,DataViewPrototypeGetBigInt64
code-creation,Builtin,3,91072,0x365f00bad220,15,DataViewPrototypeSetBigInt64
code-creation,Builtin,3,91142,0x365f00bad280,15,DataViewPrototypeGetBigUint64
code-creation,Builtin,3,91212,0x365f00bad2e0,15,DataViewPrototypeSetBigUint64
code-creation,Builtin,3,91288,0x365f00bad340,15,DateConstructor
code-creation,Builtin,3,91364,0x365f00bad3a0,15,DatePrototypeGetYear
code-creation,Builtin,3,91446,0x365f00bad400,15,DatePrototypeSetYear
code-creation,Builtin,3,91516,0x365f00bad460,15,DateNow
code-creation,Builtin,3,91585,0x365f00bad4c0,15,DateParse
code-creation,Builtin,3,91652,0x365f00bad520,15,DatePrototypeSetDate
code-creation,Builtin,3,91721,0x365f00bad580,15,DatePrototypeSetFullYear
code-creation,Builtin,3,91791,0x365f00bad5e0,15,DatePrototypeSetHours
code-creation,Builtin,3,91860,0x365f00bad640,15,DatePrototypeSetMilliseconds
code-creation,Builtin,3,91932,0x365f00bad6a0,15,DatePrototypeSetMinutes
code-creation,Builtin,3,92002,0x365f00bad700,15,DatePrototypeSetMonth
code-creation,Builtin,3,92071,0x365f00bad760,15,DatePrototypeSetSeconds
code-creation,Builtin,3,92140,0x365f00bad7c0,15,DatePrototypeSetTime
code-creation,Builtin,3,92241,0x365f00bad820,15,DatePrototypeSetUTCDate
code-creation,Builtin,3,92322,0x365f00bad880,15,DatePrototypeSetUTCFullYear
code-creation,Builtin,3,92393,0x365f00bad8e0,15,DatePrototypeSetUTCHours
code-creation,Builtin,3,92462,0x365f00bad940,15,DatePrototypeSetUTCMilliseconds
code-creation,Builtin,3,92544,0x365f00bad9a0,15,DatePrototypeSetUTCMinutes
code-creation,Builtin,3,92614,0x365f00bada00,15,DatePrototypeSetUTCMonth
code-creation,Builtin,3,92684,0x365f00bada60,15,DatePrototypeSetUTCSeconds
code-creation,Builtin,3,92753,0x365f00badac0,15,DatePrototypeToDateString
code-creation,Builtin,3,92823,0x365f00badb20,15,DatePrototypeToISOString
code-creation,Builtin,3,92905,0x365f00badb80,15,DatePrototypeToUTCString
code-creation,Builtin,3,92975,0x365f00badbe0,15,DatePrototypeToString
code-creation,Builtin,3,93044,0x365f00badc40,15,DatePrototypeToTimeString
code-creation,Builtin,3,93114,0x365f00badca0,15,DatePrototypeToJson
code-creation,Builtin,3,93190,0x365f00badd00,15,DateUTC
code-creation,Builtin,3,93258,0x365f00badd60,15,ErrorConstructor
code-creation,Builtin,3,93327,0x365f00baddc0,15,ErrorCaptureStackTrace
code-creation,Builtin,3,93396,0x365f00bade20,15,ErrorPrototypeToString
code-creation,Builtin,3,93465,0x365f00bade80,15,MakeError
code-creation,Builtin,3,93532,0x365f00badee0,15,MakeRangeError
code-creation,Builtin,3,93606,0x365f00badf40,15,MakeSyntaxError
code-creation,Builtin,3,93675,0x365f00badfa0,15,MakeTypeError
code-creation,Builtin,3,93750,0x365f00bae000,15,MakeURIError
code-creation,Builtin,3,93818,0x365f00bae060,15,FunctionConstructor
code-creation,Builtin,3,93979,0x365f00bae0c0,64,FunctionPrototypeApply
code-creation,Builtin,3,94057,0x365f00bae140,15,FunctionPrototypeBind
code-creation,Builtin,3,94129,0x365f00bae1a0,47,FunctionPrototypeCall
code-creation,Builtin,3,94200,0x365f00bae220,337,FunctionPrototypeHasInstance
code-creation,Builtin,3,94271,0x365f00bae3c0,15,FunctionPrototypeToString
code-creation,Builtin,3,94341,0x365f00bae420,243,CreateIterResultObject
code-creation,Builtin,3,94411,0x365f00bae560,876,CreateGeneratorObject
code-creation,Builtin,3,94481,0x365f00bae920,15,GeneratorFunctionConstructor
code-creation,Builtin,3,94551,0x365f00bae980,15,AsyncFunctionConstructor
code-creation,Builtin,3,94621,0x365f00bae9e0,15,GlobalDecodeURI
code-creation,Builtin,3,94696,0x365f00baea40,15,GlobalDecodeURIComponent
code-creation,Builtin,3,94767,0x365f00baeaa0,15,GlobalEncodeURI
code-creation,Builtin,3,94847,0x365f00baeb00,15,GlobalEncodeURIComponent
code-creation,Builtin,3,94925,0x365f00baeb60,15,GlobalEscape
code-creation,Builtin,3,94993,0x365f00baebc0,15,GlobalUnescape
code-creation,Builtin,3,95069,0x365f00baec20,15,GlobalEval
code-creation,Builtin,3,95136,0x365f00baec80,15,JsonParse
code-creation,Builtin,3,95205,0x365f00baece0,15,JsonStringify
code-creation,Builtin,3,95273,0x365f00baed40,2775,LoadIC
code-creation,Builtin,3,95340,0x365f00baf860,2683,LoadIC_Noninlined
code-creation,Builtin,3,95424,0x365f00bb0320,32,LoadICTrampoline
code-creation,Builtin,3,95493,0x365f00bb0380,5644,KeyedLoadIC
code-creation,Builtin,3,95561,0x365f00bb19e0,32,KeyedLoadICTrampoline
code-creation,Builtin,3,95630,0x365f00bb1a40,6192,StoreGlobalIC
code-creation,Builtin,3,95705,0x365f00bb32c0,32,StoreGlobalICTrampoline
code-creation,Builtin,3,95802,0x365f00bb3320,13408,StoreIC
code-creation,Builtin,3,95878,0x365f00bb67c0,32,StoreICTrampoline
code-creation,Builtin,3,95946,0x365f00bb6820,7660,KeyedStoreIC
code-creation,Builtin,3,96016,0x365f00bb8660,32,KeyedStoreICTrampoline
code-creation,Builtin,3,96085,0x365f00bb86c0,576,StoreInArrayLiteralIC
code-creation,Builtin,3,96154,0x365f00bb8940,1923,LoadGlobalIC
code-creation,Builtin,3,96223,0x365f00bb9120,1899,LoadGlobalICInsideTypeof
code-creation,Builtin,3,96292,0x365f00bb98e0,32,LoadGlobalICTrampoline
code-creation,Builtin,3,96361,0x365f00bb9940,32,LoadGlobalICInsideTypeofTrampoline
code-creation,Builtin,3,96431,0x365f00bb99a0,1064,FindOrderedHashMapEntry
code-creation,Builtin,3,96500,0x365f00bb9e20,15,MapPrototypeClear
code-creation,Builtin,3,96569,0x365f00bb9e80,15,MathHypot
code-creation,Builtin,3,96636,0x365f00bb9ee0,111,AllocateHeapNumber
code-creation,Builtin,3,96705,0x365f00bb9fa0,315,ParseInt
code-creation,Builtin,3,96786,0x365f00bba120,15,NumberPrototypeToExponential
code-creation,Builtin,3,96860,0x365f00bba180,15,NumberPrototypeToFixed
code-creation,Builtin,3,96938,0x365f00bba1e0,15,NumberPrototypeToLocaleString
code-creation,Builtin,3,97007,0x365f00bba240,15,NumberPrototypeToPrecision
code-creation,Builtin,3,97077,0x365f00bba2a0,15,NumberPrototypeToString
code-creation,Builtin,3,97146,0x365f00bba300,1197,Add
code-creation,Builtin,3,97213,0x365f00bba800,619,Subtract
code-creation,Builtin,3,97280,0x365f00bbaac0,766,Multiply
code-creation,Builtin,3,97347,0x365f00bbae00,687,Divide
code-creation,Builtin,3,97415,0x365f00bbb100,695,Modulus
code-creation,Builtin,3,97482,0x365f00bbb400,665,Exponentiate
code-creation,Builtin,3,97551,0x365f00bbb6e0,520,BitwiseAnd
code-creation,Builtin,3,97618,0x365f00bbb940,520,BitwiseOr
code-creation,Builtin,3,97686,0x365f00bbbba0,520,BitwiseXor
code-creation,Builtin,3,97766,0x365f00bbbe00,524,ShiftLeft
code-creation,Builtin,3,97834,0x365f00bbc060,524,ShiftRight
code-creation,Builtin,3,97920,0x365f00bbc2c0,655,ShiftRightLogical
code-creation,Builtin,3,97997,0x365f00bbc5a0,1386,LessThan
code-creation,Builtin,3,98063,0x365f00bbcb60,1386,LessThanOrEqual
code-creation,Builtin,3,98132,0x365f00bbd120,1386,GreaterThan
code-creation,Builtin,3,98199,0x365f00bbd6e0,1386,GreaterThanOrEqual
code-creation,Builtin,3,98268,0x365f00bbdca0,980,Equal
code-creation,Builtin,3,98334,0x365f00bbe0c0,363,SameValue
code-creation,Builtin,3,98402,0x365f00bbe280,335,StrictEqual
code-creation,Builtin,3,98470,0x365f00bbe420,170,BitwiseNot
code-creation,Builtin,3,98537,0x365f00bbe520,170,Decrement
code-creation,Builtin,3,98604,0x365f00bbe620,170,Increment
code-creation,Builtin,3,98672,0x365f00bbe720,484,Negate
code-creation,Builtin,3,98752,0x365f00bbe960,761,CreateObjectWithoutProperties
code-creation,Builtin,3,98823,0x365f00bbeca0,15,ObjectDefineGetter
code-creation,Builtin,3,98899,0x365f00bbed00,15,ObjectDefineProperties
code-creation,Builtin,3,98975,0x365f00bbed60,15,ObjectDefineProperty
code-creation,Builtin,3,99044,0x365f00bbedc0,15,ObjectDefineSetter
code-creation,Builtin,3,99121,0x365f00bbee20,15,ObjectFreeze
code-creation,Builtin,3,99196,0x365f00bbee80,15,ObjectGetOwnPropertyDescriptors
code-creation,Builtin,3,99267,0x365f00bbeee0,15,ObjectGetOwnPropertyNames
code-creation,Builtin,3,99337,0x365f00bbef40,15,ObjectGetOwnPropertySymbols
code-creation,Builtin,3,99422,0x365f00bbefa0,15,ObjectGetPrototypeOf
code-creation,Builtin,3,99499,0x365f00bbf000,15,ObjectSetPrototypeOf
code-creation,Builtin,3,99568,0x365f00bbf060,15,ObjectIsExtensible
code-creation,Builtin,3,99637,0x365f00bbf0c0,15,ObjectIsFrozen
code-creation,Builtin,3,99717,0x365f00bbf120,15,ObjectIsSealed
code-creation,Builtin,3,99793,0x365f00bbf180,15,ObjectLookupGetter
code-creation,Builtin,3,99861,0x365f00bbf1e0,15,ObjectLookupSetter
code-creation,Builtin,3,99930,0x365f00bbf240,15,ObjectPreventExtensions
code-creation,Builtin,3,100000,0x365f00bbf2a0,15,ObjectPrototypePropertyIsEnumerable
code-creation,Builtin,3,100083,0x365f00bbf300,15,ObjectPrototypeGetProto
code-creation,Builtin,3,100159,0x365f00bbf360,15,ObjectPrototypeSetProto
code-creation,Builtin,3,100235,0x365f00bbf3c0,15,ObjectSeal
code-creation,Builtin,3,100303,0x365f00bbf420,247,OrdinaryHasInstance
code-creation,Builtin,3,100371,0x365f00bbf560,481,InstanceOf
code-creation,Builtin,3,100440,0x365f00bbf7a0,340,ForInEnumerate
code-creation,Builtin,3,100508,0x365f00bbf940,2320,ForInFilter
code-creation,Builtin,3,100576,0x365f00bc02a0,531,FulfillPromise
code-creation,Builtin,3,100644,0x365f00bc0500,759,RejectPromise
code-creation,Builtin,3,100716,0x365f00bc0840,588,ResolvePromise
code-creation,Builtin,3,100785,0x365f00bc0ae0,2188,NewPromiseCapability
code-creation,Builtin,3,100854,0x365f00bc13c0,138,PromiseConstructorLazyDeoptContinuation
code-creation,Builtin,3,100926,0x365f00bc14a0,15,IsPromise
code-creation,Builtin,3,100993,0x365f00bc1500,644,PerformPromiseThen
code-creation,Builtin,3,101061,0x365f00bc17e0,340,PromiseRejectReactionJob
code-creation,Builtin,3,101154,0x365f00bc1980,200,PromiseFulfillReactionJob
code-creation,Builtin,3,101224,0x365f00bc1aa0,1108,PromiseResolveThenableJob
code-creation,Builtin,3,101301,0x365f00bc1f40,578,PromiseResolve
code-creation,Builtin,3,101369,0x365f00bc21e0,2556,ProxyGetProperty
code-creation,Builtin,3,101438,0x365f00bc2c20,2080,ProxyHasProperty
code-creation,Builtin,3,101507,0x365f00bc3480,2780,ProxySetProperty
code-creation,Builtin,3,101575,0x365f00bc3fa0,51,ReflectApply
code-creation,Builtin,3,101655,0x365f00bc4020,57,ReflectConstruct
code-creation,Builtin,3,101730,0x365f00bc40a0,15,ReflectDefineProperty
code-creation,Builtin,3,101799,0x365f00bc4100,15,ReflectDeleteProperty
code-creation,Builtin,3,101868,0x365f00bc4160,15,ReflectGet
code-creation,Builtin,3,101936,0x365f00bc41c0,15,ReflectGetOwnPropertyDescriptor
code-creation,Builtin,3,102006,0x365f00bc4220,15,ReflectGetPrototypeOf
code-creation,Builtin,3,102075,0x365f00bc4280,15,ReflectIsExtensible
code-creation,Builtin,3,102144,0x365f00bc42e0,15,ReflectOwnKeys
code-creation,Builtin,3,102217,0x365f00bc4340,15,ReflectPreventExtensions
code-creation,Builtin,3,102310,0x365f00bc43a0,15,ReflectSet
code-creation,Builtin,3,102385,0x365f00bc4400,15,ReflectSetPrototypeOf
code-creation,Builtin,3,102454,0x365f00bc4460,15,RegExpCapture1Getter
code-creation,Builtin,3,102524,0x365f00bc44c0,15,RegExpCapture2Getter
code-creation,Builtin,3,102593,0x365f00bc4520,15,RegExpCapture3Getter
code-creation,Builtin,3,102661,0x365f00bc4580,15,RegExpCapture4Getter
code-creation,Builtin,3,102731,0x365f00bc45e0,15,RegExpCapture5Getter
code-creation,Builtin,3,102800,0x365f00bc4640,15,RegExpCapture6Getter
code-creation,Builtin,3,102869,0x365f00bc46a0,15,RegExpCapture7Getter
code-creation,Builtin,3,102939,0x365f00bc4700,15,RegExpCapture8Getter
code-creation,Builtin,3,103008,0x365f00bc4760,15,RegExpCapture9Getter
code-creation,Builtin,3,103077,0x365f00bc47c0,15,RegExpInputGetter
code-creation,Builtin,3,103146,0x365f00bc4820,15,RegExpInputSetter
code-creation,Builtin,3,103214,0x365f00bc4880,15,RegExpLastMatchGetter
code-creation,Builtin,3,103283,0x365f00bc48e0,15,RegExpLastParenGetter
code-creation,Builtin,3,103364,0x365f00bc4940,15,RegExpLeftContextGetter
code-creation,Builtin,3,103434,0x365f00bc49a0,15,RegExpPrototypeToString
code-creation,Builtin,3,103504,0x365f00bc4a00,15,RegExpRightContextGetter
code-creation,Builtin,3,103574,0x365f00bc4a60,319,RegExpExecAtom
code-creation,Builtin,3,103650,0x365f00bc4be0,17208,RegExpMatchFast
code-creation,Builtin,3,103722,0x365f00bc8f60,9100,RegExpPrototypeExecSlow
code-creation,Builtin,3,103793,0x365f00bcb340,20256,RegExpReplace
code-creation,Builtin,3,103862,0x365f00bd02a0,1984,RegExpSearchFast
code-creation,Builtin,3,103931,0x365f00bd0aa0,17672,RegExpSplit
code-creation,Builtin,3,104000,0x365f00bd5000,15,SetPrototypeClear
code-creation,Builtin,3,104069,0x365f00bd5060,15,SharedArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,104140,0x365f00bd50c0,15,SharedArrayBufferPrototypeSlice
code-creation,Builtin,3,104211,0x365f00bd5120,15,AtomicsIsLockFree
code-creation,Builtin,3,104280,0x365f00bd5180,15,AtomicsWait
code-creation,Builtin,3,104355,0x365f00bd51e0,15,AtomicsWake
code-creation,Builtin,3,104440,0x365f00bd5240,15,StringFromCodePoint
code-creation,Builtin,3,104510,0x365f00bd52a0,15,StringPrototypeEndsWith
code-creation,Builtin,3,104600,0x365f00bd5300,15,StringPrototypeLastIndexOf
code-creation,Builtin,3,104670,0x365f00bd5360,15,StringPrototypeLocaleCompare
code-creation,Builtin,3,104740,0x365f00bd53c0,15,StringPrototypeStartsWith
code-creation,Builtin,3,104810,0x365f00bd5420,15,StringRaw
code-creation,Builtin,3,104878,0x365f00bd5480,15,SymbolConstructor
code-creation,Builtin,3,104948,0x365f00bd54e0,15,SymbolFor
code-creation,Builtin,3,105015,0x365f00bd5540,15,SymbolKeyFor
code-creation,Builtin,3,105083,0x365f00bd55a0,4096,IterableToList
code-creation,Builtin,3,105152,0x365f00bd65e0,2484,TypedArrayInitialize
